datetime,open,high,low,close,timestamp
2025-10-26 10:20:00,112400.960000,112415.060000,112342.720000,112362.020000,2025-10-26 10:20:00+00:00
2025-10-26 10:15:00,112416.430000,112442.430000,112322.440000,112401.950000,2025-10-26 10:15:00+00:00
2025-10-26 10:10:00,112359.570000,112424.560000,112345.790000,112416.430000,2025-10-26 10:10:00+00:00
2025-10-26 10:05:00,112422.530000,112422.530000,112360.000000,112360.000000,2025-10-26 10:05:00+00:00
2025-10-26 10:00:00,112559.590000,112604.000000,112418.580000,112422.540000,2025-10-26 10:00:00+00:00
2025-10-26 09:55:00,112436.020000,112566.670000,112436.010000,112557.990000,2025-10-26 09:55:00+00:00
2025-10-26 09:50:00,112432.710000,112487.660000,112360.890000,112436.020000,2025-10-26 09:50:00+00:00
2025-10-26 09:45:00,112355.900000,112609.680000,112264.750000,112432.020000,2025-10-26 09:45:00+00:00
2025-10-26 09:40:00,112373.710000,112479.100000,112243.630000,112354.480000,2025-10-26 09:40:00+00:00
2025-10-26 09:35:00,112464.040000,112559.600000,112372.160000,112373.720000,2025-10-26 09:35:00+00:00
2025-10-26 09:30:00,112681.390000,112800.000000,112433.850000,112463.450000,2025-10-26 09:30:00+00:00
2025-10-26 09:25:00,112345.960000,112749.980000,112271.150000,112678.290000,2025-10-26 09:25:00+00:00
2025-10-26 09:20:00,111847.680000,112385.870000,111810.020000,112345.960000,2025-10-26 09:20:00+00:00
2025-10-26 09:15:00,111733.620000,111849.800000,111733.620000,111849.640000,2025-10-26 09:15:00+00:00
2025-10-26 09:10:00,111760.010000,111778.460000,111733.620000,111733.620000,2025-10-26 09:10:00+00:00
2025-10-26 09:05:00,111763.160000,111796.800000,111750.000000,111760.000000,2025-10-26 09:05:00+00:00
2025-10-26 09:00:00,111796.630000,111811.980000,111750.000000,111763.150000,2025-10-26 09:00:00+00:00
2025-10-26 08:55:00,111843.010000,111843.010000,111793.070000,111796.460000,2025-10-26 08:55:00+00:00
2025-10-26 08:50:00,111852.010000,111865.000000,111834.010000,111838.630000,2025-10-26 08:50:00+00:00
2025-10-26 08:45:00,111861.050000,111866.190000,111830.000000,111852.010000,2025-10-26 08:45:00+00:00
2025-10-26 08:40:00,111833.200000,111864.750000,111826.000000,111861.050000,2025-10-26 08:40:00+00:00
2025-10-26 08:35:00,111817.310000,111833.200000,111774.220000,111833.200000,2025-10-26 08:35:00+00:00
2025-10-26 08:30:00,111820.010000,111828.850000,111795.000000,111815.990000,2025-10-26 08:30:00+00:00
2025-10-26 08:25:00,111798.050000,111827.990000,111778.600000,111825.960000,2025-10-26 08:25:00+00:00
2025-10-26 08:20:00,111775.690000,111829.130000,111775.690000,111798.050000,2025-10-26 08:20:00+00:00
2025-10-26 08:15:00,111815.810000,111831.530000,111749.830000,111775.690000,2025-10-26 08:15:00+00:00
2025-10-26 08:10:00,111817.620000,111834.460000,111812.830000,111815.810000,2025-10-26 08:10:00+00:00
2025-10-26 08:05:00,111804.020000,111855.970000,111804.010000,111817.980000,2025-10-26 08:05:00+00:00
2025-10-26 08:00:00,111749.880000,111819.990000,111749.880000,111805.970000,2025-10-26 08:00:00+00:00
2025-10-26 07:55:00,111715.980000,111749.980000,111715.970000,111749.980000,2025-10-26 07:55:00+00:00
2025-10-26 07:50:00,111730.460000,111745.990000,111669.500000,111715.980000,2025-10-26 07:50:00+00:00
2025-10-26 07:45:00,111678.410000,111745.990000,111678.410000,111727.140000,2025-10-26 07:45:00+00:00
2025-10-26 07:40:00,111703.980000,111713.990000,111677.780000,111678.420000,2025-10-26 07:40:00+00:00
2025-10-26 07:35:00,111663.500000,111715.560000,111663.490000,111700.660000,2025-10-26 07:35:00+00:00
2025-10-26 07:30:00,111663.890000,111685.740000,111657.900000,111663.500000,2025-10-26 07:30:00+00:00
2025-10-26 07:25:00,111665.730000,111675.800000,111652.000000,111663.890000,2025-10-26 07:25:00+00:00
2025-10-26 07:20:00,111681.440000,111693.950000,111660.000000,111665.740000,2025-10-26 07:20:00+00:00
2025-10-26 07:15:00,111689.260000,111716.000000,111677.140000,111681.430000,2025-10-26 07:15:00+00:00
2025-10-26 07:10:00,111713.480000,111715.070000,111662.250000,111689.260000,2025-10-26 07:10:00+00:00
2025-10-26 07:05:00,111675.720000,111728.000000,111666.980000,111713.470000,2025-10-26 07:05:00+00:00
2025-10-26 07:00:00,111645.440000,111675.720000,111620.430000,111675.720000,2025-10-26 07:00:00+00:00
2025-10-26 06:55:00,111612.210000,111666.670000,111612.210000,111642.000000,2025-10-26 06:55:00+00:00
2025-10-26 06:50:00,111613.900000,111631.640000,111599.630000,111612.220000,2025-10-26 06:50:00+00:00
2025-10-26 06:45:00,111633.140000,111655.990000,111610.820000,111613.900000,2025-10-26 06:45:00+00:00
2025-10-26 06:40:00,111614.910000,111634.320000,111593.730000,111633.130000,2025-10-26 06:40:00+00:00
2025-10-26 06:35:00,111632.030000,111641.830000,111601.940000,111614.910000,2025-10-26 06:35:00+00:00
2025-10-26 06:30:00,111647.520000,111696.000000,111610.930000,111632.030000,2025-10-26 06:30:00+00:00
2025-10-26 06:25:00,111623.220000,111650.440000,111617.350000,111647.530000,2025-10-26 06:25:00+00:00
2025-10-26 06:20:00,111558.290000,111633.730000,111558.290000,111623.220000,2025-10-26 06:20:00+00:00
2025-10-26 06:15:00,111590.000000,111590.000000,111547.750000,111563.170000,2025-10-26 06:15:00+00:00
2025-10-26 06:10:00,111573.390000,111590.000000,111559.640000,111590.000000,2025-10-26 06:10:00+00:00
2025-10-26 06:05:00,111582.900000,111593.790000,111573.380000,111573.390000,2025-10-26 06:05:00+00:00
2025-10-26 06:00:00,111619.390000,111628.040000,111580.290000,111582.900000,2025-10-26 06:00:00+00:00
2025-10-26 05:55:00,111648.000000,111653.460000,111616.010000,111619.390000,2025-10-26 05:55:00+00:00
2025-10-26 05:50:00,111645.830000,111652.000000,111600.840000,111648.000000,2025-10-26 05:50:00+00:00
2025-10-26 05:45:00,111644.020000,111663.970000,111634.010000,111645.840000,2025-10-26 05:45:00+00:00
2025-10-26 05:40:00,111646.000000,111651.970000,111613.740000,111643.770000,2025-10-26 05:40:00+00:00
2025-10-26 05:35:00,111553.880000,111647.390000,111534.760000,111643.250000,2025-10-26 05:35:00+00:00
2025-10-26 05:30:00,111512.000000,111553.900000,111495.550000,111553.900000,2025-10-26 05:30:00+00:00
2025-10-26 05:25:00,111502.470000,111513.110000,111498.020000,111512.000000,2025-10-26 05:25:00+00:00
2025-10-26 05:20:00,111498.560000,111528.000000,111498.550000,111502.470000,2025-10-26 05:20:00+00:00
2025-10-26 05:15:00,111504.060000,111516.970000,111485.000000,111498.980000,2025-10-26 05:15:00+00:00
2025-10-26 05:10:00,111456.500000,111512.000000,111434.090000,111504.060000,2025-10-26 05:10:00+00:00
2025-10-26 05:05:00,111410.000000,111456.570000,111380.000000,111456.570000,2025-10-26 05:05:00+00:00
2025-10-26 05:00:00,111441.780000,111441.800000,111385.770000,111409.990000,2025-10-26 05:00:00+00:00
2025-10-26 04:55:00,111462.000000,111466.060000,111438.000000,111441.890000,2025-10-26 04:55:00+00:00
2025-10-26 04:50:00,111478.000000,111478.000000,111438.000000,111462.000000,2025-10-26 04:50:00+00:00
2025-10-26 04:45:00,111437.530000,111513.470000,111437.530000,111478.000000,2025-10-26 04:45:00+00:00
2025-10-26 04:40:00,111428.350000,111442.000000,111410.000000,111437.990000,2025-10-26 04:40:00+00:00
2025-10-26 04:35:00,111467.890000,111471.930000,111417.000000,111428.350000,2025-10-26 04:35:00+00:00
2025-10-26 04:30:00,111411.970000,111484.550000,111411.960000,111466.280000,2025-10-26 04:30:00+00:00
2025-10-26 04:25:00,111374.530000,111435.580000,111374.530000,111411.970000,2025-10-26 04:25:00+00:00
2025-10-26 04:20:00,111358.010000,111382.400000,111335.360000,111374.540000,2025-10-26 04:20:00+00:00
2025-10-26 04:15:00,111391.320000,111391.320000,111315.000000,111358.010000,2025-10-26 04:15:00+00:00
2025-10-26 04:10:00,111323.670000,111397.720000,111321.540000,111391.950000,2025-10-26 04:10:00+00:00
2025-10-26 04:05:00,111291.730000,111346.210000,111282.000000,111323.670000,2025-10-26 04:05:00+00:00
2025-10-26 04:00:00,111289.130000,111295.140000,111260.330000,111295.090000,2025-10-26 04:00:00+00:00
2025-10-26 03:55:00,111336.950000,111338.000000,111269.160000,111289.950000,2025-10-26 03:55:00+00:00
2025-10-26 03:50:00,111336.410000,111342.000000,111282.470000,111336.890000,2025-10-26 03:50:00+00:00
2025-10-26 03:45:00,111297.460000,111352.000000,111268.010000,111336.430000,2025-10-26 03:45:00+00:00
2025-10-26 03:40:00,111364.730000,111388.780000,111290.430000,111295.010000,2025-10-26 03:40:00+00:00
2025-10-26 03:35:00,111489.570000,111489.570000,111360.010000,111364.730000,2025-10-26 03:35:00+00:00
2025-10-26 03:30:00,111514.080000,111516.000000,111487.210000,111489.570000,2025-10-26 03:30:00+00:00
2025-10-26 03:25:00,111473.210000,111527.740000,111459.830000,111516.000000,2025-10-26 03:25:00+00:00
2025-10-26 03:20:00,111510.010000,111530.890000,111473.200000,111473.210000,2025-10-26 03:20:00+00:00
2025-10-26 03:15:00,111476.340000,111529.900000,111457.080000,111516.000000,2025-10-26 03:15:00+00:00
2025-10-26 03:10:00,111464.020000,111491.380000,111459.950000,111476.320000,2025-10-26 03:10:00+00:00
2025-10-26 03:05:00,111459.990000,111490.000000,111400.000000,111464.010000,2025-10-26 03:05:00+00:00
2025-10-26 03:00:00,111476.050000,111480.000000,111421.020000,111462.000000,2025-10-26 03:00:00+00:00
2025-10-26 02:55:00,111476.010000,111495.100000,111449.890000,111476.050000,2025-10-26 02:55:00+00:00
2025-10-26 02:50:00,111534.180000,111544.790000,111427.850000,111476.010000,2025-10-26 02:50:00+00:00
2025-10-26 02:45:00,111607.090000,111636.000000,111521.390000,111534.190000,2025-10-26 02:45:00+00:00
2025-10-26 02:40:00,111585.290000,111668.740000,111580.030000,111607.090000,2025-10-26 02:40:00+00:00
2025-10-26 02:35:00,111633.800000,111700.650000,111580.030000,111585.900000,2025-10-26 02:35:00+00:00
2025-10-26 02:30:00,111685.980000,111714.000000,111627.120000,111633.800000,2025-10-26 02:30:00+00:00
2025-10-26 02:25:00,111595.050000,111690.000000,111589.230000,111685.990000,2025-10-26 02:25:00+00:00
2025-10-26 02:20:00,111605.280000,111621.470000,111566.490000,111597.900000,2025-10-26 02:20:00+00:00
2025-10-26 02:15:00,111581.950000,111630.000000,111559.650000,111605.290000,2025-10-26 02:15:00+00:00
2025-10-26 02:10:00,111524.120000,111594.000000,111524.120000,111582.300000,2025-10-26 02:10:00+00:00
2025-10-26 02:05:00,111517.480000,111601.620000,111501.950000,111524.110000,2025-10-26 02:05:00+00:00
2025-10-26 02:00:00,111658.000000,111658.000000,111490.680000,111519.990000,2025-10-26 02:00:00+00:00
2025-10-26 01:55:00,111757.150000,111810.150000,111543.060000,111658.210000,2025-10-26 01:55:00+00:00
2025-10-26 01:50:00,111789.870000,111828.000000,111749.860000,111757.140000,2025-10-26 01:50:00+00:00
2025-10-26 01:45:00,111758.010000,111798.000000,111746.000000,111789.860000,2025-10-26 01:45:00+00:00
2025-10-26 01:40:00,111774.260000,111798.260000,111740.000000,111758.020000,2025-10-26 01:40:00+00:00
2025-10-26 01:35:00,111749.540000,111994.000000,111747.650000,111773.910000,2025-10-26 01:35:00+00:00
2025-10-26 01:30:00,111740.710000,111749.560000,111706.330000,111749.560000,2025-10-26 01:30:00+00:00
2025-10-26 01:25:00,111721.990000,111763.040000,111721.940000,111740.710000,2025-10-26 01:25:00+00:00
2025-10-26 01:20:00,111723.020000,112000.000000,111716.630000,111721.980000,2025-10-26 01:20:00+00:00
2025-10-26 01:15:00,111818.900000,111834.260000,111723.010000,111723.020000,2025-10-26 01:15:00+00:00
2025-10-26 01:10:00,111768.010000,111875.140000,111758.000000,111818.900000,2025-10-26 01:10:00+00:00
2025-10-26 01:05:00,111746.870000,111787.190000,111726.310000,111768.010000,2025-10-26 01:05:00+00:00
2025-10-26 01:00:00,111741.310000,111800.000000,111726.220000,111751.150000,2025-10-26 01:00:00+00:00
2025-10-26 00:55:00,111759.290000,111790.010000,111727.380000,111741.310000,2025-10-26 00:55:00+00:00
2025-10-26 00:50:00,111792.030000,111812.030000,111713.480000,111759.280000,2025-10-26 00:50:00+00:00
2025-10-26 00:45:00,111876.000000,111931.720000,111792.020000,111792.020000,2025-10-26 00:45:00+00:00
2025-10-26 00:40:00,111888.030000,111905.840000,111792.030000,111876.010000,2025-10-26 00:40:00+00:00
2025-10-26 00:35:00,111841.490000,111892.150000,111808.000000,111881.870000,2025-10-26 00:35:00+00:00
2025-10-26 00:30:00,111752.670000,111849.300000,111745.530000,111841.490000,2025-10-26 00:30:00+00:00
2025-10-26 00:25:00,111643.320000,111780.000000,111632.940000,111752.670000,2025-10-26 00:25:00+00:00
2025-10-26 00:20:00,111615.970000,111681.240000,111614.000000,111640.000000,2025-10-26 00:20:00+00:00
2025-10-26 00:15:00,111600.000000,111691.450000,111592.100000,111615.970000,2025-10-26 00:15:00+00:00
2025-10-26 00:10:00,111597.800000,111622.050000,111562.040000,111599.990000,2025-10-26 00:10:00+00:00
2025-10-26 00:05:00,111615.660000,111648.990000,111562.040000,111597.360000,2025-10-26 00:05:00+00:00
2025-10-26 00:00:00,111666.220000,111666.220000,111595.990000,111615.660000,2025-10-26 00:00:00+00:00
2025-10-25 23:55:00,111638.000000,111692.040000,111625.110000,111666.210000,2025-10-25 23:55:00+00:00
2025-10-25 23:50:00,111576.000000,111648.510000,111558.410000,111638.000000,2025-10-25 23:50:00+00:00
2025-10-25 23:45:00,111578.450000,111598.420000,111546.050000,111576.000000,2025-10-25 23:45:00+00:00
2025-10-25 23:40:00,111608.010000,111618.450000,111578.440000,111578.820000,2025-10-25 23:40:00+00:00
2025-10-25 23:35:00,111626.110000,111626.120000,111586.830000,111608.010000,2025-10-25 23:35:00+00:00
2025-10-25 23:30:00,111656.160000,111656.170000,111541.580000,111626.120000,2025-10-25 23:30:00+00:00
2025-10-25 23:25:00,111599.950000,111680.010000,111582.950000,111656.160000,2025-10-25 23:25:00+00:00
2025-10-25 23:20:00,111595.000000,111607.110000,111587.590000,111599.950000,2025-10-25 23:20:00+00:00
2025-10-25 23:15:00,111676.520000,111685.000000,111593.340000,111595.000000,2025-10-25 23:15:00+00:00
2025-10-25 23:10:00,111633.990000,111681.220000,111608.510000,111676.530000,2025-10-25 23:10:00+00:00
2025-10-25 23:05:00,111682.000000,111704.880000,111600.000000,111636.460000,2025-10-25 23:05:00+00:00
2025-10-25 23:00:00,111635.990000,111688.180000,111550.200000,111680.140000,2025-10-25 23:00:00+00:00
2025-10-25 22:55:00,111695.710000,111695.720000,111635.990000,111636.000000,2025-10-25 22:55:00+00:00
2025-10-25 22:50:00,111655.090000,111709.550000,111650.740000,111695.710000,2025-10-25 22:50:00+00:00
2025-10-25 22:45:00,111610.000000,111660.210000,111609.790000,111655.100000,2025-10-25 22:45:00+00:00
2025-10-25 22:40:00,111575.000000,111632.000000,111575.000000,111610.000000,2025-10-25 22:40:00+00:00
2025-10-25 22:35:00,111573.990000,111585.140000,111561.170000,111575.000000,2025-10-25 22:35:00+00:00
2025-10-25 22:30:00,111533.990000,111588.000000,111533.980000,111573.990000,2025-10-25 22:30:00+00:00
2025-10-25 22:25:00,111473.990000,111547.250000,111465.010000,111533.990000,2025-10-25 22:25:00+00:00
2025-10-25 22:20:00,111499.900000,111500.000000,111460.000000,111473.990000,2025-10-25 22:20:00+00:00
2025-10-25 22:15:00,111424.000000,111500.000000,111423.990000,111499.900000,2025-10-25 22:15:00+00:00
2025-10-25 22:10:00,111498.010000,111498.010000,111406.500000,111426.190000,2025-10-25 22:10:00+00:00
2025-10-25 22:05:00,111469.980000,111500.000000,111443.670000,111498.010000,2025-10-25 22:05:00+00:00
2025-10-25 22:00:00,111499.990000,111500.000000,111428.730000,111466.010000,2025-10-25 22:00:00+00:00
2025-10-25 21:55:00,111384.590000,111500.000000,111378.010000,111500.000000,2025-10-25 21:55:00+00:00
2025-10-25 21:50:00,111395.170000,111395.170000,111364.500000,111384.590000,2025-10-25 21:50:00+00:00
