ts_utc,event,asset,side,bar_dt,price,entry,risk,stop,net_r,days_held,reason
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2025-11-06 08:00:00,4015.75,4139.2,187.38867478147205,4015.0451260715436,0.5793,15,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2025-11-10 00:00:00,4044.88,4044.88,69.9316,3974.9484,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2025-11-14 08:00:00,4133.50977,4044.88,69.93159956900486,4150.879459320509,1.1864,4,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2025-11-14 12:00:00,4090.98202,4090.98202,117.681107,4208.663127,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2025-11-19 08:00:00,4113.35067,4090.98202,117.6811071523538,4100.376085422169,-0.2387,4,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2025-11-24 12:00:00,4091.3445,4091.3445,69.068378,4022.276122,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2025-12-02 12:00:00,4168.91072,4091.3445,69.06837758243698,4192.396229477163,0.9927,8,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2025-12-05 12:00:00,4241.85833,4241.85833,68.356667,4173.501663,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2025-12-08 12:00:00,4183.02766,4241.85833,68.35666651876178,4197.616230855782,-0.9351,3,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2025-12-09 04:00:00,4182.38547,4182.38547,62.735782,4245.121252,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2025-12-11 12:00:00,4253.80102,4182.38547,62.73578205,4232.7529876014605,-1.205,2,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2025-12-11 16:00:00,4273.56204,4273.56204,68.671183,4204.890857,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2025-12-16 04:00:00,4287.48106,4273.56204,68.67118312856682,4288.0467765250705,0.1156,4,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2025-12-16 08:00:00,4278.45556,4278.45556,64.176833,4342.632393,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2025-12-19 12:00:00,4348.66343,4278.45556,64.1768334,4339.917608240572,-1.174,3,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2025-12-21 20:00:00,4354.8705,4354.8705,65.323058,4289.547443,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2025-12-29 04:00:00,4475.06894,4354.8705,65.3230575,4504.491574262073,1.7067,7,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2025-12-29 08:00:00,4443.4338,4443.4338,68.54639,4511.98019,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-01-02 08:00:00,4392.52596,4443.4338,68.54638999273502,4385.962489092603,0.6519,4,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-01-05 00:00:00,4402.37387,4402.37387,66.035608,4336.338262,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-01-18 12:00:00,4595.24858,4402.37387,66.03560805000001,4597.642385006355,2.7074,13,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-01-18 20:00:00,4673.97671,4673.97671,70.109651,4603.867059,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-01-29 12:00:00,5185.84741,4673.97671,70.10965064999999,5353.214225193248,7.1277,10,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-01-30 12:00:00,5051.45062,5051.45062,386.021235,5437.471855,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-02-03 04:00:00,4918.39003,5051.45062,386.02123472003177,4892.624440388031,0.329,3,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-02-03 12:00:00,4932.85977,4932.85977,320.71467,4612.1451,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-02-05 20:00:00,4704.34443,4932.85977,320.71466970589023,4790.487654000177,-0.7279,2,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-02-08 16:00:00,5011.356234,5011.356234,158.232153,4853.124081,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-02-12 16:00:00,4945.1794,5011.356234,158.23215309303492,4976.639289299787,-0.4626,4,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-02-12 20:00:00,4918.33888,4918.33888,163.269699,5081.608579,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-02-14 12:00:00,5043.08832,4918.33888,163.2696989711017,5040.096938520245,-0.7882,1,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-02-17 00:00:00,4957.40951,4957.40951,85.854439,5043.263949,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-02-18 12:00:00,4997.04707,4957.40951,85.85443866572366,4970.41449191674,-0.5079,1,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-02-19 12:00:00,5011.25993,5011.25993,118.295962,4892.963968,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-02-24 20:00:00,5147.41723,5011.25993,118.29596200203139,5148.348522813009,1.0832,5,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-02-27 12:00:00,5242.16654,5242.16654,111.212244,5130.954296,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-03-02 12:00:00,5315.25595,5242.16654,111.21224411866021,5317.299245345957,0.6006,3,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-03-03 08:00:00,5149.6461,5149.6461,176.152967,5325.799067,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-03-08 04:00:00,5171.11635,5149.6461,176.15296730440105,5164.846068472001,-0.1628,4,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-03-10 04:00:00,5179.32274,5179.32274,129.949607,5049.373133,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-03-12 16:00:00,5083.42129,5179.32274,129.9496073848474,5110.810356165051,-0.7778,2,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-03-13 12:00:00,5037.245352,5037.245352,137.554874,5174.800226,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-03-23 16:00:00,4400.00688,5037.245352,137.5548740673307,4378.8526114410115,4.5374,10,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-03-24 20:00:00,4544.89644,4544.89644,266.268482,4278.627958,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-03-29 20:00:00,4448.37083,4544.89644,266.2684824086867,4486.183437770743,-0.3898,5,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-03-30 04:00:00,4526.77722,4526.77722,119.070951,4407.706269,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-04-02 08:00:00,4600.37948,4526.77722,119.0709505895331,4629.42989492031,0.5725,3,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-04-05 21:00:00,4622.81581,4622.81581,69.342237,4692.158047,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-04-06 05:00:00,4696.89539,4622.81581,69.34223715,4692.15804715,-1.1083,0,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-04-07 17:00:00,4706.39311,4706.39311,111.3024,4595.09071,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-04-12 05:00:00,4750.4577,4706.39311,111.30240005786632,4752.2381999956615,0.3367,4,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-04-12 21:00:00,4694.25742,4694.25742,73.269658,4767.527078,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-04-13 21:00:00,4769.98002,4694.25742,73.26965839165746,4767.527078391658,-1.0847,1,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-04-14 01:00:00,4774.32999,4774.32999,78.13133,4696.19866,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-04-19 21:00:00,4772.74591,4774.32999,78.13132980871919,4823.0664515764565,-0.118,5,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-04-21 13:00:00,4710.98361,4710.98361,85.082144,4796.065754,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-04-27 01:00:00,4725.3642,4710.98361,85.08214363815588,4720.074071967155,-0.2576,5,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-04-27 13:00:00,4676.92644,4676.92644,70.153897,4747.080337,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-04-30 09:00:00,4639.42187,4676.92644,70.1538966,4628.671623919755,0.4679,2,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-05-01 13:00:00,4640.89334,4640.89334,110.978083,4529.915257,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-05-04 05:00:00,4577.77316,4640.89334,110.9780828712156,4594.544672842783,-0.6106,2,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-05-04 13:00:00,4509.24591,4509.24591,76.082515,4585.328425,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-05-05 21:00:00,4618.02024,4509.24591,76.08251450062568,4581.768934386981,-1.4771,1,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-05-06 01:00:00,4650.27922,4650.27922,88.318492,4561.960728,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-05-10 21:00:00,4680.5461,4650.27922,88.31849210196054,4704.698941749363,0.269,4,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-05-11 01:00:00,4674.67988,4674.67988,70.120198,4744.800078,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-05-11 17:00:00,4735.46064,4674.67988,70.12019819999999,4724.314042301987,-0.9068,0,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-05-11 21:00:00,4752.17651,4752.17651,73.110718,4679.065792,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-05-12 13:00:00,4672.56871,4752.17651,73.11071824388344,4679.065791756117,-1.1279,0,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-05-14 17:00:00,4651.91243,4651.91243,90.579261,4742.491691,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-05-18 09:00:00,4568.38369,4651.91243,90.57926086190628,4560.991214969022,0.8605,3,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-05-19 17:00:00,4481.85399,4481.85399,89.636199,4571.490189,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-05-24 13:00:00,4505.65738,4481.85399,89.6361992869584,4504.029447624911,-0.3356,4,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-05-24 21:00:00,4568.71546,4568.71546,68.530732,4500.184728,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-05-26 09:00:00,4520.73812,4568.71546,68.5307319,4521.559357226942,-0.7534,1,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-05-27 05:00:00,4496.38042,4496.38042,70.999067,4567.379487,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-05-28 13:00:00,4509.01053,4496.38042,70.9990673210282,4470.49137198834,-0.2286,1,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-05-29 13:00:00,4566.86892,4566.86892,108.453549,4458.415371,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-06-01 01:00:00,4514.02489,4566.86892,108.45354889064154,4521.9917674876715,-0.5294,2,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-06-01 13:00:00,4478.99334,4478.99334,67.1849,4546.17824,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-06-11 17:00:00,4211.07514,4478.99334,67.1849001,4197.430029513089,3.8144,10,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-06-14 21:00:00,4294.11045,4294.11045,77.683533,4216.426917,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-06-17 17:00:00,4258.07298,4294.11045,77.68353253129396,4279.060533029663,-0.5192,2,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-06-18 09:00:00,4247.61844,4247.61844,113.812559,4361.430999,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-06-21 21:00:00,4194.08601,4247.61844,113.81255900474366,4174.272443831824,0.4256,3,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-06-22 05:00:00,4195.08009,4195.08009,65.49168,4129.58841,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-06-23 01:00:00,4123.33723,4195.08009,65.49168023633962,4129.7595019233995,-1.1339,0,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-06-23 05:00:00,4103.62106,4103.62106,81.28688,4184.90794,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-06-27 05:00:00,4080.89282,4103.62106,81.28687979114981,4080.5749805364244,0.2089,4,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-06-29 13:00:00,4024.793,4024.793,65.329867,4090.122867,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-07-01 13:00:00,4071.71746,4024.793,65.32986699786929,4055.8388701665303,-0.7799,2,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-07-02 05:00:00,4077.06992,4077.06992,104.916501,3972.153419,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-07-07 01:00:00,4126.13408,4077.06992,104.91650105072156,4140.627630361938,0.4132,4,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-07-07 17:00:00,4106.14352,4106.14352,76.597916,4182.741436,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-07-12 01:00:00,4111.53173,4106.14352,76.59791595219716,4107.57835494296,-0.1454,4,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-07-12 21:00:00,4076.90982,4076.90982,61.153647,4138.063467,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-07-14 09:00:00,4070.41345,4076.90982,61.153647299999996,4061.9922775492487,0.0529,1,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-07-16 09:00:00,3992.13856,3992.13856,92.036772,4084.175332,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-07-19 13:00:00,4010.62286,3992.13856,92.03677218934095,4010.0746799390686,-0.2529,3,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-07-20 01:00:00,4019.04179,4019.04179,60.285627,3958.756163,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-07-23 09:00:00,4063.71004,4019.04179,60.28562685,4073.9945868006284,0.6609,3,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-07-26 21:00:00,4102.20248,4102.20248,61.533037,4040.669443,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-07-28 01:00:00,4042.611,4102.20248,61.533037199999995,4047.1679269757888,-1.0218,1,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-07-28 09:00:00,4029.10709,4029.10709,61.272623,4090.379713,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-07-30 13:00:00,4109.17571,4029.10709,61.272622739920216,4084.4805625290105,-1.3725,2,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-08-03 13:00:00,4037.17526,4037.17526,60.557629,4097.732889,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-08-04 13:00:00,4093.62954,4037.17526,60.5576289,4093.071539128347,-0.9856,1,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-08-05 01:00:00,4134.85877,4134.85877,74.057672,4060.801098,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-08-13 21:00:00,4340.38305,4134.85877,74.05767162494472,4347.073991280653,2.6524,8,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-08-14 01:00:00,4325.8294,4325.8294,98.925419,4424.754819,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-08-16 09:00:00,4375.69475,4325.8294,98.92541869618944,4372.971899085016,-0.5478,2,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-08-16 21:00:00,4400.35207,4400.35207,66.005281,4334.346789,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-08-18 13:00:00,4363.71052,4400.35207,66.00528105,4371.920946281448,-0.6085,1,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-08-18 17:00:00,4335.67938,4335.67938,73.030628,4408.710008,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-08-19 09:00:00,4437.9365,4335.67938,73.03062833131763,4407.832816307652,-1.4358,0,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-08-19 13:00:00,4494.60203,4494.60203,98.846482,4395.755548,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-08-26 13:00:00,4591.347,4494.60203,98.84648153511202,4612.927733260673,0.8878,7,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-08-27 09:00:00,4585.17275,4585.17275,95.459624,4680.632374,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,short,2026-09-03 01:00:00,4436.89545,4585.17275,95.45962438693245,4397.833629046287,1.4668,6,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,long,2026-09-03 09:00:00,4493.90441,4493.90441,105.72134,4388.18307,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,GOLD_CFD,long,2026-09-06 09:00:00,4429.01023,4493.90441,105.72133958599827,4433.061786809662,-0.6648,3,trail_stop
2026-09-07T12:55:15.865576Z,entry,GOLD_CFD,short,2026-09-07 01:00:00,4398.75843,4398.75843,65.981376,4464.739806,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,entry,XAGUSD,short,2023-10-26 12:00:00,22.715,22.715,0.725132,23.440132,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,short,2023-11-03 16:00:00,23.175501,22.715,0.7251321542250597,23.14270045586156,-0.7228,8,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,long,2023-11-06 08:00:00,23.2125,23.2125,0.580313,22.632187,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,long,2023-11-07 08:00:00,22.529499,23.2125,0.5803125,22.66947366998449,-1.233,1,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,short,2023-11-07 12:00:00,22.504499,22.504499,0.577393,23.081892,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,short,2023-11-14 12:00:00,23.1145,22.504499,0.5773929220277232,22.600625115517424,-1.1578,7,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,long,2023-11-15 00:00:00,23.165001,23.165001,0.634623,22.530378,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,long,2023-12-04 12:00:00,24.443001,23.165001,0.6346227142152522,25.026298000439304,1.8313,19,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,short,2023-12-05 08:00:00,24.262501,24.262501,0.799181,25.061682,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,short,2023-12-13 16:00:00,23.488501,24.262501,0.79918073724478,23.182551721915225,0.8835,8,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,long,2023-12-13 20:00:00,23.837,23.837,0.771126,23.065874,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,long,2023-12-28 20:00:00,23.9345,23.837,0.7711260306309857,23.970226256575412,-0.0034,15,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,short,2023-12-29 00:00:00,23.835501,23.835501,0.595888,24.431389,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,short,2024-01-05 12:00:00,23.4725,23.835501,0.5958875250000001,23.394515823142203,0.5052,7,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,short,2024-01-08 08:00:00,22.8465,22.8465,0.605579,23.452079,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,short,2024-01-12 12:00:00,23.3435,22.8465,0.6055794095125082,23.27808293775645,-0.8962,4,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,short,2024-01-17 04:00:00,22.737499,22.737499,0.568437,23.305936,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,short,2024-01-24 08:00:00,22.738501,22.737499,0.568437475,22.57549942597363,-0.1058,7,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,long,2024-01-25 00:00:00,22.745501,22.745501,0.568638,22.176863,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,long,2024-02-01 08:00:00,22.688499,22.745501,0.5686375250000001,22.78396420490273,-0.2042,7,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,short,2024-02-02 12:00:00,22.630501,22.630501,0.696957,23.327458,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,short,2024-02-09 00:00:00,22.657499,22.630501,0.6969571410203694,22.64062129562791,-0.1167,6,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,long,2024-02-09 04:00:00,22.6875,22.6875,0.567188,22.120313,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,long,2024-02-13 12:00:00,22.0305,22.6875,0.5671875000000001,22.4666534017274,-1.2383,4,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,short,2024-02-13 16:00:00,22.009501,22.009501,0.635251,22.644752,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,short,2024-02-15 08:00:00,22.6425,22.009501,0.6352512303706118,22.512783490645724,-1.045,1,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,long,2024-02-15 20:00:00,22.9575,22.9575,0.573937,22.383563,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,long,2024-02-21 12:00:00,22.8305,22.9575,0.5739375,22.998656195706424,-0.3093,5,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,short,2024-02-22 12:00:00,22.816999,22.816999,0.570425,23.387424,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,short,2024-03-01 00:00:00,22.783501,22.816999,0.570424975,22.730283282730422,-0.0453,7,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,long,2024-03-01 12:00:00,22.953501,22.953501,0.573838,22.379663,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,long,2024-03-21 12:00:00,24.758499,22.953501,0.573837525,25.066039125639687,2.9375,20,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,short,2024-03-22 00:00:00,24.556499,24.556499,0.734882,25.291381,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,short,2024-03-31 20:00:00,25.168501,24.556499,0.7348817553732518,24.97440951619417,-0.933,9,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,long,2024-04-01 00:00:00,25.265499,25.265499,0.632027,24.633472,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,long,2024-04-12 17:00:00,27.889,25.265499,0.6320270431260586,28.06512283338652,4.015,11,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,long,2024-04-19 13:00:00,28.699499,28.699499,1.142277,27.557222,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,long,2024-04-22 09:00:00,27.349501,28.699499,1.142277344905684,27.633759661790506,-1.222,2,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,short,2024-04-22 13:00:00,27.165501,27.165501,1.178365,28.343866,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,short,2024-05-06 05:00:00,27.1045,27.165501,1.1783648760568857,26.921542551237188,-0.0358,13,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,long,2024-05-06 09:00:00,27.227501,27.227501,0.920675,26.306826,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,long,2024-05-22 17:00:00,30.7875,27.227501,0.9206745835146711,31.06383456074098,3.7366,16,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,short,2024-05-22 21:00:00,30.7675,30.7675,1.554138,32.321638,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,short,2024-05-27 13:00:00,31.827499,30.7675,1.5541379636566843,31.225097503120033,-0.7216,4,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,long,2024-05-28 13:00:00,31.9935,31.9935,1.239527,30.753973,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,long,2024-05-31 01:00:00,30.952499,31.9935,1.2395272636274166,31.02608550683082,-0.8811,2,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,short,2024-05-31 13:00:00,30.438499,30.438499,1.435106,31.873605,,0,donchian_breakout
2026-09-07T12:55:15.865576Z,exit,XAGUSD,short,2024-06-06 13:00:00,31.240499,30.438499,1.4351059205499213,30.556839079046195,-0.6097,6,trail_stop
2026-09-07T12:55:15.865576Z,entry,XAGUSD,long,2024-06-06 17:00:00,31.320499,31.320499,1.223084,30.097415,,0,donchian_breakout
